code,name,series,element,tagname,wishlist,gen,owner,fought,frame,custom_frame,3D,morph,glow,bg,attack,defense,speed,hp,moves,level
o8ifdq,Shylily,Independent VTubers,earth,N/A,174,1482,N/A,N/A,0,N/A,false,false,N/A,N/A,43,42,46,234,"Roc, Dra",1
o8i3xl,Marcille Donato,Delicious in Dungeon,wood,N/A,82,787,N/A,N/A,0,N/A,false,false,N/A,N/A,53,44,47,231,"Wil, Cos",1
o8hzjv,Rokutarou,Honey and Clover,wood,low,2,63,N/A,N/A,0,N/A,false,false,N/A,N/A,48,56,48,264,"Hol, Alm",1
o8hwcu,Azusa Nakano,K-ON!,earth,N/A,78,983,N/A,N/A,0,N/A,false,false,N/A,N/A,59,55,59,260,"Cos, Wil",1
o8hsue,Yukihiro Kamiya,THE iDOLM@STER SideM,wood,ev,0,238,N/A,N/A,0,N/A,false,false,N/A,N/A,59,40,69,290,"Hyp, Dra",1
o8hjz1,Hawks,My Hero Academia,earth,N/A,219,1424,N/A,N/A,0,N/A,false,false,N/A,N/A,44,48,59,235,"Pur, Mys",1
o8hd2c,Rosie,Hazbin Hotel,metal,N/A,45,961,N/A,N/A,0,N/A,false,false,N/A,N/A,42,53,58,273,"Cos, Tau",1
o8gq4h,Michiko Malandro,Michiko to Hatchin,wind,low,7,76,N/A,N/A,0,N/A,false,false,N/A,N/A,60,90,52,238,"Rot, Dra",1
o8goji,Tom,Subway Surfers,earth,low,0,211,N/A,N/A,0,N/A,false,false,N/A,N/A,41,42,43,270,"Ban, Mim",1
o8glkv,William,Blush Blush,light,ev,1,687,N/A,N/A,0,N/A,false,false,N/A,N/A,48,54,52,279,"Bel, Ven",1
o8ggsm,Lucina,Fire Emblem Awakening,light,N/A,47,1550,N/A,N/A,0,N/A,false,false,N/A,N/A,60,46,49,262,"Ban, Tem",1
o8gbze,Soraru,Utaite,wind,N/A,28,705,N/A,N/A,0,N/A,false,false,N/A,N/A,56,42,56,285,"Dru, Hyp",1
o8g5mo,AUBREY,OMORI,void,N/A,188,475,N/A,N/A,0,N/A,false,false,N/A,N/A,41,43,60,235,"Sha, Rol",1
o8folq,Yanan,Pentagon,ice,cool,9,1346,N/A,N/A,0,N/A,false,false,N/A,N/A,45,46,47,236,"Dra, Mys",1
o8fmai,Lisianthus Eustoma,Shuffle!,wind,ev,0,1646,N/A,N/A,0,N/A,false,false,N/A,N/A,59,46,58,250,"Mim, Alm",1
o8fkh7,Ike Eveland,Nijisanji EN,wood,3d,194,741,N/A,N/A,0,N/A,false,false,N/A,N/A,46,53,55,267,"Alm, Ven",1
o8fk3j,Son Goku,Dragon Ball,void,N/A,882,1835,N/A,N/A,0,N/A,false,false,N/A,N/A,59,43,52,294,"Alm, Ven",1
o8fi1l,Kento Nanami,Jujutsu Kaisen,light,jjk,788,1747,N/A,N/A,0,N/A,false,true,N/A,N/A,50,59,49,250,"Spi, Ato",1
o8f7y6,Fu Hua,Honkai Impact 3rd,wood,ev,114,261,N/A,N/A,0,N/A,false,false,N/A,N/A,45,57,53,276,"Nec, Mys",1
o8f5x1,Rie Takahashi,Voice Actors,wood,N/A,20,1634,N/A,N/A,0,N/A,false,false,N/A,N/A,53,57,43,273,"Dra, Wil",1
o8f43l,Pantalone,Genshin Impact,metal,genshit,123,1951,N/A,N/A,0,N/A,false,false,N/A,N/A,76,43,54,282,"Rot, Cos",1
o8f2sp,Selena - Tempest,Punishing: Gray Raven,void,N/A,14,1236,N/A,N/A,0,N/A,false,false,N/A,N/A,72,54,79,268,"Dru, Ban",1
o8f06z,Alice Synthesis Thirty,SAO: Alicization,metal,N/A,145,525,N/A,N/A,0,N/A,false,false,N/A,N/A,40,46,47,262,"Sou, Cos",1
o8ex57,Yuji Itadori,Jujutsu Kaisen,wind,jjk,1738,1682,N/A,N/A,0,N/A,false,false,N/A,N/A,60,50,57,309,"Dra, Har",1
o8eu99,Suho,EXO,ice,cool,36,1586,N/A,N/A,0,N/A,false,false,N/A,N/A,47,60,42,258,"Nec, Alm",1
o8eqxy,Felix,Stray Kids,metal,3d,469,1461,N/A,N/A,0,N/A,false,false,N/A,N/A,40,45,57,280,"Spi, Tem",1
o8ekq3,Han Seojun,True Beauty,wood,N/A,40,1606,N/A,N/A,0,N/A,false,false,N/A,N/A,66,49,42,260,"Har, Eth",1
o8eh46,Claire Kagenou,The Eminence in Shadow,void,N/A,39,747,N/A,N/A,0,N/A,false,false,N/A,N/A,41,53,58,251,"Rol, Ser",1
o8edx3,Pompompurin,Sanrio,metal,N/A,124,1410,N/A,N/A,0,N/A,false,false,N/A,N/A,47,60,63,252,"Sha, Roc",1
o8e2l6,Mash Burnedead,Mashle,light,mashle,228,998,N/A,N/A,0,N/A,false,false,N/A,N/A,58,47,52,256,"Rot, Tri",1
o8df5a,Yuta Aoi,Ensemble Stars!,void,N/A,12,1125,N/A,N/A,0,N/A,false,false,N/A,N/A,42,73,48,287,"Ref, Bod",1
o8db1r,Morty Smith,Rick and Morty,earth,N/A,66,1156,N/A,N/A,0,N/A,false,false,N/A,N/A,52,46,44,256,"Ban, Ato",1
o8d3ye,Blueberry Pie Cookie,Cookie Run,metal,cookie,3,1926,N/A,N/A,0,N/A,false,false,N/A,N/A,42,55,77,279,"Tri, Vor",1
o8d41t,Caesar Anthonio Zeppeli,JoJo's Bizarre Adventure: Battle Tendency,fire,N/A,44,1473,N/A,N/A,0,N/A,false,false,N/A,N/A,41,60,51,241,"Rot, Dra",1
o8d3x8,Deuce Gorgon,Monster High,metal,N/A,12,519,N/A,N/A,0,N/A,false,false,N/A,N/A,56,60,66,272,"Roc, Spi",1
o8d30h,Kyle Broflovski,South Park,wind,N/A,76,525,N/A,N/A,0,N/A,false,false,N/A,N/A,44,55,53,265,"Wil, Rot",1
o8d210,Minho,SHINee,earth,cool,37,526,N/A,N/A,0,N/A,false,false,N/A,N/A,50,52,45,260,"Wil, Dra",1
o8d0ti,Neferpitou,Hunter x Hunter,fire,N/A,95,1616,N/A,N/A,0,N/A,false,false,N/A,N/A,54,41,51,261,"Ser, Sha",1
o8czw0,Chen,EXO,fire,cool,20,1929,N/A,N/A,0,N/A,false,false,N/A,N/A,53,57,43,285,"Und, Wil",1
o8cqzy,Sun Rui,SOLOIST,ice,cool,1,1109,N/A,N/A,0,N/A,false,false,N/A,N/A,68,57,42,264,"Bel, Rot",1
o8cn29,Jungshin,CNBLUE,fire,cool,2,998,N/A,N/A,0,N/A,false,false,N/A,N/A,59,43,54,274,"Ser, Dra",1
o8cdm6,Harith,Mobile Legends,void,ml,4,750,N/A,N/A,0,N/A,false,false,N/A,N/A,44,42,40,296,"Sou, Vor",1
o8bs4w,Hayase Sou,Nijisanji,void,low,1,89,N/A,N/A,0,N/A,false,false,N/A,N/A,47,56,51,275,"Bel, Roc",1
o8bpy7,Eunbin,CLC,ice,cool,3,785,N/A,N/A,0,N/A,false,false,N/A,N/A,51,59,58,239,"Sou, Tau",1
o8bole,Chongyun,Genshin Impact,void,genshit,178,1683,N/A,N/A,0,N/A,false,false,N/A,N/A,79,54,57,274,"Har, Hol",1
o8ap8z,Osmanthus Cake,Food Fantasy,earth,low,0,57,N/A,N/A,0,N/A,false,false,N/A,N/A,41,40,50,271,"Dra, Spi",1
o8amem,Shiroko Terror,Blue Archive,void,N/A,25,840,N/A,N/A,0,N/A,false,false,N/A,N/A,60,53,60,297,"Tri, Bli",1
o8ah8h,Maggie Rhee,The Walking Dead,void,N/A,27,810,N/A,N/A,0,N/A,false,false,N/A,N/A,60,44,44,246,"Alm, Und",1
o8aaht,Beatrix Amerhauser,Zom 100: Bucket List of the Dead,metal,N/A,48,913,N/A,N/A,0,N/A,false,false,N/A,N/A,48,41,64,241,"Cos, Mim",1
o8a6er,Hisoka Morow,Hunter x Hunter,light,fav,371,1173,N/A,N/A,0,N/A,false,false,N/A,N/A,63,44,50,263,"Wil, Hel",1
o8a1vl,"Kapano ""Naga"" Vang",Call of Duty,light,N/A,18,1390,N/A,N/A,0,N/A,false,false,N/A,N/A,64,44,41,256,"Eth, Out",1
o8a0o2,Ireh,PURPLE KISS,metal,low,2,34,N/A,N/A,0,N/A,false,false,N/A,N/A,46,51,42,256,"Tri, Und",1
o8a0g3,Sakonji Urokodaki,Demon Slayer,void,slayer,15,1084,N/A,N/A,0,N/A,false,false,N/A,N/A,59,43,40,281,"Spi, Spi",1
o89z66,Yuna,CSR,void,cool,3,1432,N/A,N/A,0,N/A,false,false,N/A,N/A,78,43,53,300,"Dra, Rot",1
o89wvy,Red Pepper Cookie,Cookie Run,wood,cookie,2,825,N/A,N/A,0,N/A,false,false,N/A,N/A,46,42,41,260,"Dru, Har",1
o89roy,Park Min-young,Busted!,wind,cool,3,1088,N/A,N/A,0,N/A,false,false,N/A,N/A,51,47,53,249,"Bel, Sha",1
o89eaa,Sasha Braus,Attack on Titan,ice,aot,143,950,N/A,N/A,0,N/A,false,false,N/A,N/A,48,52,59,238,"Har, Bod",1
o88xc9,Gojo Satoru,Jujutsu Kaisen,ice,jjk,7858,992,N/A,N/A,0,N/A,false,false,N/A,N/A,41,49,46,325,"Roc, Hyp",1
o896ak,Akitoki Houjou,InuYasha,wind,low,0,95,N/A,N/A,0,N/A,false,false,N/A,N/A,60,46,40,276,"Har, Hel",1
o88z6h,Anko Uguisu,Call of the Night,void,N/A,42,1767,N/A,N/A,0,N/A,false,false,N/A,N/A,46,60,53,299,"Mys, Dru",1
o88wdo,Silver,Twisted Wonderland,wood,N/A,16,1850,N/A,N/A,0,N/A,false,false,N/A,N/A,47,55,72,260,"Ref, Vis",1
o88tqh,Nana Osaki,Nana,earth,N/A,186,1048,N/A,N/A,0,N/A,false,false,N/A,N/A,60,78,41,262,"Rol, Spi",1
o88lob,Jiwoo,NMIXX,wood,cool,33,880,N/A,N/A,0,N/A,false,false,N/A,N/A,50,47,60,250,"Wil, Sou",1
o88cot,Yukina Minato,BanG Dream!,void,N/A,90,1860,N/A,N/A,0,N/A,false,false,N/A,N/A,58,60,54,242,"Dru, Ser",1
o884y8,Yoo Soo-Hyun,Solo Leveling,wood,solo,3,1753,N/A,N/A,0,N/A,false,false,N/A,N/A,59,46,61,254,"Alm, Wil",1
o882io,Guroktaru,Solo Leveling,earth,solo,5,234,N/A,N/A,0,N/A,false,false,N/A,N/A,56,45,51,270,"Pur, Hel",1
o6tqhn,Yogurt Cream Cookie,Cookie Run,metal,cookie,4,812,N/A,N/A,0,N/A,false,false,N/A,N/A,52,56,45,274,"Spi, Alm",1
o6uxfh,Wizard Cookie,Cookie Run,ice,cookie,3,1811,N/A,N/A,0,N/A,false,false,N/A,N/A,49,60,41,271,"Ban, Dra",1
o7ei2z,Spinach Cookie,Cookie Run,ice,cookie,2,818,N/A,N/A,0,N/A,false,false,N/A,N/A,54,49,54,259,"Mys, Dra",1
o7scbr,Soda Cookie,Cookie Run,light,cookie,0,1047,N/A,N/A,0,N/A,false,false,N/A,N/A,56,59,41,294,"Hol, Ven",1
o6ba7i,Silverbell Cookie,Cookie Run,void,cookie,8,858,N/A,N/A,0,N/A,false,false,N/A,N/A,58,59,53,300,"Rol, Pur",1
o80vi8,Pudding Cookie,Cookie Run,fire,cookie,1,1337,N/A,N/A,0,N/A,false,false,N/A,N/A,51,41,40,274,"Dra, Ato",1
o7nuft,Pilot Cookie,Cookie Run,metal,cookie,2,1530,N/A,N/A,0,N/A,false,false,N/A,N/A,60,60,43,245,"Rot, Sou",1
o6xqvx,Moon Rabbit Cookie,Cookie Run,metal,cookie,3,718,N/A,N/A,0,N/A,false,false,N/A,N/A,46,61,54,313,"Hol, Mys",1
o4t1j6,Mala Sauce Cookie,Cookie Run,void,cookie,1,1389,N/A,N/A,0,N/A,false,false,N/A,N/A,57,75,57,275,"Hel, Ser",1
o79nc8,Latte Cookie,Cookie Run,void,cookie,11,1018,N/A,N/A,0,N/A,false,false,N/A,N/A,48,71,49,255,"Bli, Alm",1
o7ibn4,Ice Juggler Cookie,Cookie Run,ice,cookie,1,937,N/A,N/A,0,N/A,false,false,N/A,N/A,51,48,58,330,"Mys, Roc",1
o74uui,Espresso Cookie,Cookie Run,metal,cookie,26,1239,N/A,N/A,0,N/A,false,false,N/A,N/A,63,60,45,311,"Bel, Bli",1
o833kw,Fairy Cookie,Cookie Run,earth,cookie,0,828,N/A,N/A,0,N/A,false,false,N/A,N/A,51,44,56,276,"Dra, Bel",1
o74f0h,Earl Grey Cookie,Cookie Run,wood,cookie,3,1749,N/A,N/A,0,N/A,false,false,N/A,N/A,54,41,56,277,"Ban, Wil",1
o5dm2j,Chestnut Cookie,Cookie Run,wind,cookie,2,840,N/A,N/A,0,N/A,false,false,N/A,N/A,47,51,53,296,"Spi, Roc",1
o881jy,Butter Pretzel Cookie,Cookie Run,ice,cookie,2,534,N/A,N/A,0,N/A,false,false,N/A,N/A,41,49,58,266,"Dra, Rot",1
o79xt6,Bell Pepper Cookie,Cookie Run,ice,cookie,0,759,N/A,N/A,0,N/A,false,false,N/A,N/A,79,43,48,269,"Ven, Roc",1
o6l322,Affogato Cookie,Cookie Run,ice,cookie,5,1788,N/A,N/A,0,N/A,false,false,N/A,N/A,57,44,45,244,"Rol, Tim",1
o87vcu,Morgiana,Magi: The Labyrinth of Magic,wind,N/A,81,487,N/A,N/A,0,N/A,false,false,N/A,N/A,46,60,59,255,"Spi, Ato",1
o87pdx,Shea Haulia,Arifureta: From Commonplace to World's Strongest,wind,N/A,22,564,N/A,N/A,0,N/A,false,false,N/A,N/A,44,44,41,273,"Ato, Dra",1
o87n3c,Senko-san,The Helpful Fox Senko-san,void,svt,73,1988,N/A,N/A,0,N/A,false,false,N/A,N/A,66,72,77,231,"Hel, For",1
o87k3l,Jabari Salah,Call of Duty,wood,N/A,24,836,N/A,N/A,0,N/A,false,false,N/A,N/A,46,49,43,232,"Wil, Spi",1
o87j5p,Elinalise Dragonroad,Mushoku Tensei: Jobless Reincarnation,wind,N/A,6,1060,N/A,N/A,0,N/A,false,false,N/A,N/A,57,60,51,279,"Rot, Ref",1
o87f2h,Matt Murdock,Marvel Cinematic Universe,metal,N/A,11,798,N/A,N/A,0,N/A,false,false,N/A,N/A,55,48,43,232,"Spi, Ref",1
o8724r,Linzer Cookie,Cookie Run,earth,cookie,8,508,N/A,N/A,0,N/A,false,false,N/A,N/A,43,56,56,286,"Dra, Wil",1
o86zaa,Do Yohan,It's Mine,wind,low,6,67,N/A,N/A,0,N/A,false,false,N/A,N/A,46,50,73,276,"Roc, Rot",1
o86see,Fa Mulan,Mulan,void,N/A,11,759,N/A,N/A,0,N/A,false,false,N/A,N/A,41,56,55,237,"Spi, Mys",1
o85sav,Daphne Blake,"Scooby-Doo, Where Are You!",fire,N/A,19,1155,N/A,N/A,0,N/A,false,false,N/A,N/A,44,55,78,245,"Mim, Hol",1
o85qa2,Wasp,Marvel Cinematic Universe,ice,N/A,7,1738,N/A,N/A,0,N/A,false,false,N/A,N/A,55,42,57,314,"Pur, Dru",1
o85k5m,Chika Fujiwara,Kaguya-sama: Love is War,wind,N/A,462,988,N/A,N/A,0,N/A,false,false,N/A,N/A,44,46,49,266,"Rot, Ref",1
o85hlu,Doyun Nam,Act Like You Love Me!,wood,N/A,15,1823,N/A,N/A,0,N/A,false,false,N/A,N/A,52,46,56,252,"Tau, Und",1
o85c9q,Guido Mista,JoJo's Bizarre Adventure: Golden Wind,earth,N/A,63,927,N/A,N/A,0,N/A,false,false,N/A,N/A,57,45,45,249,"Vis, Out",1
o85b85,Red Hood,Batman Arkham,void,N/A,31,1757,N/A,N/A,0,N/A,false,false,N/A,N/A,44,57,51,296,"Dra, Hol",1
o857gr,Mei Aihara,Citrus,light,N/A,67,1011,N/A,N/A,0,N/A,false,false,N/A,N/A,58,46,54,238,"Sou, Tau",1
o85615,Fehr,Granblue Fantasy,void,low,0,53,N/A,N/A,0,N/A,false,false,N/A,N/A,40,48,48,297,"Tem, Ser",1
o852cm,Fettuccine Cookie,Cookie Run,wood,cookie,4,1652,N/A,N/A,0,N/A,false,false,N/A,N/A,53,55,51,267,"Sou, Tri",1
o84ohy,Marth,Fire Emblem: Shadow Dragon,earth,low,18,45,N/A,N/A,0,N/A,false,false,N/A,N/A,55,54,61,291,"Tim, Hel",1
o84h3t,Mona,Genshin Impact,fire,genshit,250,967,N/A,N/A,0,N/A,false,false,N/A,N/A,45,56,44,258,"Nec, Ban",1
o84cba,Lusamine,Pokemon People,wood,N/A,14,1673,N/A,N/A,0,N/A,false,false,N/A,N/A,52,41,57,293,"Nec, Tri",1
o84a5c,Lee Know,Stray Kids,wind,N/A,347,1654,N/A,N/A,0,N/A,false,false,N/A,N/A,46,54,53,267,"Hyp, Ser",1
o844zz,Otsuru,Afro Samurai,void,low,2,74,N/A,N/A,0,N/A,false,false,N/A,N/A,45,50,44,238,"Ref, Tim",1
o83wxl,Draculaura,Monster High,light,N/A,124,1611,N/A,N/A,0,N/A,false,false,N/A,N/A,57,47,100,265,"Tau, Ser",1
o83oia,Atsuya Kusakabe,Jujutsu Kaisen,wind,jjk,56,636,N/A,N/A,0,N/A,false,false,N/A,N/A,42,47,56,249,"Ref, Tri",1
o83m2e,Gordon Freeman,Half Life,wood,N/A,24,694,N/A,N/A,0,N/A,false,false,N/A,N/A,41,51,79,262,"Wil, Bod",1
o83fvh,Yuju,SOLOIST,ice,cool,9,643,N/A,N/A,0,N/A,false,false,N/A,N/A,56,40,56,239,"Alm, Ato",1
o83eqm,Jungwon,Enhypen,light,N/A,208,737,N/A,N/A,0,N/A,false,false,N/A,N/A,46,54,47,269,"Har, Out",1
o83b8e,Tsumugi Kotobuki,K-ON!,void,N/A,71,1255,N/A,N/A,0,N/A,false,false,N/A,N/A,46,68,42,255,"Roc, Spi",1
o830es,Syndra,League of Legends,wood,N/A,11,1704,N/A,N/A,0,N/A,false,false,N/A,N/A,48,44,52,305,"Spi, Hel",1
o82x4s,Hermes,Hades,wood,N/A,8,1765,N/A,N/A,0,N/A,false,false,N/A,N/A,44,75,54,268,"Sou, Ser",1
o82vx9,Grams,Butareba -The Story of a Man Who Turned into a Pig,wood,low,0,75,N/A,N/A,0,N/A,false,false,N/A,N/A,52,56,79,250,"Rol, Ref",1
o82tip,Balloon Party,Reverse: 1999,light,N/A,9,601,N/A,N/A,0,N/A,false,false,N/A,N/A,57,53,83,277,"Bod, Pur",1
o82s4u,Ouni,Children of the Whales,ice,N/A,7,677,N/A,N/A,0,N/A,false,false,N/A,N/A,45,53,51,280,"Tau, Wil",1
o82jhf,Ramuda Amemura,Hypnosis Mic: Division Rap Battle - Rhyme Anima,fire,N/A,55,542,N/A,N/A,0,N/A,false,false,N/A,N/A,57,42,49,239,"Cos, Vor",1
o82fr3,Haerin,NewJeans,earth,N/A,315,1437,N/A,N/A,0,N/A,false,false,N/A,N/A,40,40,57,273,"Tem, Spi",1
o82dey,Huening Kai,TXT,void,N/A,226,666,N/A,N/A,0,N/A,false,false,N/A,N/A,55,41,51,235,"Ven, Ban",1
o82b1d,Meguru Bachira,Blue Lock,wind,blue,543,1321,N/A,N/A,0,N/A,false,false,N/A,N/A,44,66,57,241,"Ven, Spi",1
o827mr,Minhee,CRAVITY,metal,N/A,8,613,N/A,N/A,0,N/A,false,false,N/A,N/A,60,53,45,239,"Pur, Bod",1
o813yp,La+ Darknesss,Hololive,metal,N/A,87,587,N/A,N/A,0,N/A,false,false,N/A,N/A,83,47,59,294,"Spi, Pur",1
o80z0b,Reynold Eckhart,Death is the only ending for the Villainess,wood,N/A,13,1902,N/A,N/A,0,N/A,false,false,N/A,N/A,45,43,41,296,"Vis, Ref",1
o80tlh,Bellatrix Lestrange,Harry Potter,void,N/A,13,586,N/A,N/A,0,N/A,false,false,N/A,N/A,54,59,46,248,"Sha, Alm",1
o80sn3,Herrscher of Reason,Honkai Impact 3rd,void,N/A,33,1384,N/A,N/A,0,N/A,false,false,N/A,N/A,42,53,48,257,"Tri, Out",1
o80rmi,Yujin,Kep1er,ice,cool,25,1737,N/A,N/A,0,N/A,false,false,N/A,N/A,48,42,56,236,"Spi, Tem",1
o80nj8,Kaiserschmarrn,Food Fantasy,ice,N/A,12,899,N/A,N/A,0,N/A,false,false,N/A,N/A,49,41,41,286,"Bel, Har",1
o80kfh,Chaeyeon,I.O.I,void,cool,3,1889,N/A,N/A,0,N/A,false,false,N/A,N/A,55,50,54,230,"Cos, Vor",1
o80ihu,Kuugo Ginjou,Bleach,void,bleach,10,994,N/A,N/A,0,N/A,false,false,N/A,N/A,45,44,42,231,"Cos, Nec",1
o80h9a,Onew,SOLOIST,metal,cool,11,154,N/A,N/A,0,N/A,false,false,N/A,N/A,45,60,48,278,"Spi, Tem",1
o802ir,Taemin,SHINee,fire,cool,50,1722,N/A,N/A,0,N/A,false,false,N/A,N/A,41,48,50,277,"Rot, Out",1
o7zl7r,Mina,MISAMO,metal,cool,29,1932,N/A,N/A,0,N/A,false,false,N/A,N/A,48,70,44,254,"Tri, Ato",1
o7zjks,Gordon,Tales of Crestoria,fire,low,0,90,N/A,N/A,0,N/A,false,false,N/A,N/A,51,56,77,231,"For, Bli",1
mwdf7w,Fade,Valorant,earth,valo,27,1690,N/A,N/A,0,N/A,false,false,N/A,N/A,40,55,40,261,"Ref, Dra",1
o7yr9a,Lee Dajeong,It's Mine,fire,low,2,54,N/A,N/A,0,N/A,false,false,N/A,N/A,46,56,58,238,"Ser, Hol",1
o7ykz9,MJ,ASTRO,ice,N/A,7,1755,N/A,N/A,0,N/A,false,false,N/A,N/A,58,48,58,237,"Tem, Tri",1
o7yhw3,Shinoa Hiiragi,Seraph of the End: Vampire Reign,fire,N/A,218,1885,N/A,N/A,0,N/A,false,false,N/A,N/A,42,48,46,243,"Ban, Nec",1
o7yb43,Sua,PIXY,fire,cool,2,948,N/A,N/A,0,N/A,false,false,N/A,N/A,60,59,50,261,"Hyp, Pur",1
o7y8wo,Ryuji Ayukawa,Blue Period,void,N/A,42,1987,N/A,N/A,0,N/A,false,false,N/A,N/A,59,57,60,240,"Nec, Bel",1
o7y782,Mayoi Ayase,Ensemble Stars!,light,N/A,69,1370,N/A,N/A,0,N/A,false,false,N/A,N/A,54,43,59,230,"Tau, Mys",1
o7xs67,Maomao,The Apothecary Diaries,light,crg,430,1582,N/A,N/A,0,N/A,true,false,N/A,N/A,47,43,45,315,"Cos, Ban",1
o7xohu,Rick Roll,Memes,earth,N/A,57,1682,N/A,N/A,0,N/A,false,false,N/A,N/A,53,41,44,240,"Ban, Pur",1
o7xim1,Shirayuki,Snow White with the Red Hair,earth,N/A,60,855,N/A,N/A,0,N/A,false,false,N/A,N/A,80,40,53,251,"Hel, Ref",1
o7xgyq,Tosaki Mimi,VSPO!,void,N/A,4,1405,N/A,N/A,0,N/A,false,false,N/A,N/A,54,56,52,265,"Rol, Wil",1
o7x86u,Ochako Uraraka,My Hero Academia,light,mha,202,1500,N/A,N/A,0,N/A,false,false,N/A,N/A,47,58,58,291,"Dra, Tri",1
o7x76i,Kirino Kousaka,Oreimo,wood,N/A,10,1546,N/A,N/A,0,N/A,false,false,N/A,N/A,83,80,56,246,"Hel, Dra",1
o7wuco,Korra,The Legend of Korra,earth,N/A,94,844,N/A,N/A,0,N/A,false,false,N/A,N/A,43,47,52,254,"Ser, Rol",1
o7vlnk,Jotaro Kujo,JoJo's Bizarre Adventure: Stardust Crusaders,fire,N/A,674,924,N/A,N/A,0,N/A,false,false,N/A,N/A,59,50,46,279,"Ban, Tim",1
o7vg8r,Applejack,My Little Pony: Friendship Is Magic,ice,N/A,41,1301,N/A,N/A,0,N/A,false,false,N/A,N/A,54,55,56,295,"Und, Vor",1
o7va3j,Stark,Frieren: Beyond Journey's End,void,N/A,133,715,N/A,N/A,0,N/A,false,false,N/A,N/A,45,57,54,259,"Dra, For",1
o7v653,Enju,InuYasha,fire,low,1,52,N/A,N/A,0,N/A,false,false,N/A,N/A,57,58,42,241,"Mim, Hol",1
o7v4vk,Rohan Aslan Reinholt,The Real Daughter is Back,light,low,1,20,N/A,N/A,0,N/A,false,false,N/A,N/A,63,56,52,262,"Rot, Alm",1
o7v0c1,Shizuku Kuroe,My Dress-Up Darling,earth,N/A,55,1404,N/A,N/A,0,N/A,false,false,N/A,N/A,57,40,76,235,"Har, Sou",1
o7uo51,Takt Asahina,Takt Op. Destiny,wind,fav,50,1185,N/A,N/A,0,N/A,false,false,N/A,N/A,43,57,49,269,"Rot, Tem",1
o7ummr,Mayuko Nise,High-Rise Invasion,earth,low,26,72,N/A,N/A,0,N/A,false,false,N/A,N/A,49,49,60,270,"Tau, Spi",1
o7ujg5,Lauren Cabasse,Mashle,ice,mashle,0,1367,N/A,N/A,0,N/A,false,false,N/A,N/A,55,50,47,242,"Ser, Bod",1
o7udck,Park Jimin,Save Me,wood,N/A,60,1497,N/A,N/A,0,N/A,false,false,N/A,N/A,45,53,60,261,"Rot, Alm",1
o7u9nq,Shima Iwashita,Bocchi the Rock!,wind,N/A,9,1771,N/A,N/A,0,N/A,false,false,N/A,N/A,54,58,43,263,"Tem, Wil",1
o7u5vp,Kusanagi Nene,Project SEKAI,ice,svt,243,1781,N/A,N/A,0,N/A,false,false,N/A,N/A,64,48,54,248,"Ven, Bod",1
o7u4mo,Ranmaru Rindou,Good Luck Girl!,wind,low,1,11,N/A,N/A,0,N/A,false,false,N/A,N/A,59,54,57,231,"Ser, Cos",1
o7u2lv,Loco,SOLOIST,void,cool,0,796,N/A,N/A,0,N/A,false,false,N/A,N/A,49,52,45,286,"Out, Sha",1
o7twop,Kirari Momobami,Kakegurui,ice,N/A,151,745,N/A,N/A,0,N/A,false,false,N/A,N/A,60,59,59,241,"Pur, Dru",1
o7tot1,Goto Ryuji,Solo Leveling,void,solo,7,696,N/A,N/A,0,N/A,false,false,N/A,N/A,52,58,42,272,"Tem, Dru",1
o7tlkn,Tooth Fairy,Reverse: 1999,light,N/A,25,1648,N/A,N/A,0,N/A,false,false,N/A,N/A,52,58,52,245,"Dru, Eth",1
o7tk7i,Vegito,Dragon Ball,earth,N/A,116,1298,N/A,N/A,0,N/A,false,false,N/A,N/A,58,58,55,258,"Vor, Dru",1
o7th4m,Inej Ghafa,Shadow and Bone,wind,low,15,101,N/A,N/A,0,N/A,false,false,N/A,N/A,53,55,67,281,"Eth, Dru",1
o7tedc,Rebecca Chambers,Resident Evil,light,N/A,17,425,N/A,N/A,0,N/A,false,false,N/A,N/A,53,48,53,261,"Rol, Dru",1
o7tagp,Cocolia,Honkai Star Rail,ice,honkai,8,701,N/A,N/A,0,N/A,false,false,N/A,N/A,44,40,48,238,"Har, Pur",1
o7t9gt,Yama,Anohana: The Flower We Saw That Day,light,low,0,6,N/A,N/A,0,N/A,false,false,N/A,N/A,53,51,45,308,"Wil, Roc",1
o7t0mh,Orochimaru,Naruto,void,N/A,41,907,N/A,N/A,0,N/A,false,false,N/A,N/A,43,45,47,241,"Roc, Ref",1
o7szqa,Eita Otoya,Blue Lock,earth,blue,11,1873,N/A,N/A,0,N/A,false,false,N/A,N/A,73,45,60,262,"Tri, Bli",1
o7szkz,Rose Cookie,Cookie Run,fire,cookie,2,638,N/A,N/A,0,N/A,false,false,N/A,N/A,47,47,45,272,"Bel, Spi",1
o7syai,Daniel Park,Lookism,wood,loki,118,1587,N/A,N/A,0,N/A,false,false,N/A,N/A,57,44,45,242,"Wil, Roc",1
o7sepu,Hachigen Ushouda,Bleach,ice,bleach,0,16,N/A,N/A,0,N/A,false,false,N/A,N/A,84,48,52,237,"Ato, Ven",1
o7sdmz,Rena Hananoi,Selection Project,wind,low,2,208,N/A,N/A,0,N/A,false,false,N/A,N/A,45,56,40,266,"Rol, Ser",1
